id,hw_no,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50
7,1,3.499470727,3.553036962,4.717703314,-0.122280867,0.248187114,3.256757651,3.168961195,1.612438909,0.36342846,1.647054521,1.035153101,1.43749143,-0.060678687,0.019568712,3.039368939,2.763433416,0.410265361,0.375098539,1.242562166,1.170750123,0.535085671,0.65938701,-0.239185108,-0.633220484,3.672705558,3.341960282,2.685522698,1.868746647,-0.257095175,1.596378722,-0.142534052,2.224900068,2.184911025,3.24017673,1.604735012,2.904502979,2.057018047,-0.43146158,0.386615403,3.633395248,0.763061008,0.386646834,-0.142527855,2.521182762,2.387336224,0.0994249,2.865831932,-1.240711845,-0.82204841,0.620096136
7,2,3.851411905,3.718163589,4.803105312,-0.125856656,0.217609277,3.57303835,3.445590456,1.901935264,0.453215441,1.458257091,0.782470916,1.635664702,-0.073086046,0.028483291,3.427990834,3.094222157,0.405980215,0.477774808,1.08941728,0.998050803,0.502156149,0.707870342,-0.278500765,-0.870407174,3.893517003,3.743479803,2.967547936,3.371109513,-0.363637901,0.187809534,-0.040617014,2.134083426,2.436836944,3.550460938,1.465780448,1.91133849,1.636649521,-0.0497758,0.462458876,2.040907709,0.998042821,0.462453423,-0.040636002,2.592217578,1.717021806,0.463649527,2.312154113,-1.143918566,-0.825334118,0.264122474
7,3,3.537530695,3.571275911,4.820185711,-0.12891448,0.220198745,3.267495576,3.069957038,0.874581637,0.086352616,1.985939739,1.206010228,0.747128198,-0.065529756,0.013755531,3.129050914,2.716571678,0.054483475,0.104382446,1.266714692,1.389810072,0.277629779,0.914560716,-0.507769911,-0.629320555,3.742375767,3.49172785,2.911813576,2.881509297,-0.252668192,0.634481716,-0.096942205,2.141043025,2.365196773,3.462331883,1.320015708,2.020344349,1.317796246,-0.427620717,0.496653691,1.971676841,0.846565621,0.496662992,-0.096938299,2.560086713,1.581102759,0.533165794,2.162988617,-1.118941134,-0.823863503,2.04399078
8,1,3.852946514,3.93443736,3.641638141,-0.210538584,0.245206292,3.200139501,3.599920466,0.250016075,4.689071255,3.643037969,5.00345001,1.507034617,-0.002192228,0.005657552,2.706458573,3.234807372,5.340624275,5.065355004,3.233234591,3.022715451,5.230986659,0.575162131,0.299955906,-0.790300452,3.924607617,3.899126476,3.587426981,4.624250222,0.424807789,-0.608901756,0.023253823,2.166218788,3.052022339,3.625584413,1.595879755,-0.786310999,2.485221644,4.099316669,0.493153459,0.617209779,2.297372712,0.493139748,0.023237704,2.926246408,1.837073651,0.55507047,2.688533215,-1.164222686,-0.839248249,-0.269838017
8,2,3.570363358,3.046139212,3.590396942,-0.417134966,0.13308372,2.339153154,2.637056508,-0.371692099,3.744110904,-0.250079655,1.418580663,0.43021401,-0.008993757,-0.006443876,1.752568466,2.07291192,4.426365025,4.217720255,1.619948344,1.787439864,4.279100092,0.62049613,0.05326354,-0.772697805,3.229721037,3.346070218,3.326993237,4.439317857,-0.092854102,-0.834341037,0.106276409,2.009256891,2.661289416,2.937577893,1.809065389,1.997430204,2.093468155,-0.770897865,0.457068274,1.061634802,1.205027999,0.457111729,0.106281577,2.627734985,1.346088548,0.7401273,1.993092506,-1.069868567,-0.826930602,-0.566482735
8,3,3.868720682,2.906056279,3.709959739,-0.325618047,0.166526366,2.347938729,2.439048195,0.73487388,3.994726543,-0.030379437,2.162795579,1.723107639,-0.099086351,-0.034193192,1.831379899,1.885464966,3.726866886,4.101560199,2.288752544,2.49930498,3.763570255,0.611195402,-0.117995188,-0.705478828,3.076083475,3.194230333,3.202954602,0.336563295,-0.466048777,3.371698856,0.110434839,2.008652492,2.793726794,2.771255798,1.667004506,1.232425125,1.756560154,0.482663861,0.435484594,1.177669153,1.238163889,0.435517648,0.110470017,2.694887666,1.428118986,0.7142831,2.116220031,-1.087931497,-0.829868413,-0.210509074
9,1,4.258652055,3.459137054,3.060904555,-0.106949535,0.269755381,2.759884578,2.178919625,0.540241971,0.407394806,4.579284748,3.751177195,0.864061417,-0.061688275,0.106449234,2.559706249,1.615320828,-0.008900017,0.109070424,3.618266318,3.373113431,0.464113005,-0.828484342,0.310385381,-0.684906566,3.15573899,2.964398408,2.890572537,3.215657476,-0.476821103,0.134945557,-0.082869936,2.056835875,2.235243548,2.738230474,2.865866939,4.687878105,2.714141944,-0.774738728,0.351455996,5.075739146,1.776586261,0.351414387,-0.082842588,2.440566506,3.804307257,-0.339414158,4.047828017,-1.362882107,-0.818161903,0.620096136
9,2,3.953330613,3.056931984,3.180467352,-0.071408561,0.204253935,2.454341804,1.991588231,1.137151,0.164955055,4.182001163,3.479931496,1.397190408,-0.070247216,0.007982747,2.271636872,1.415469297,0.144508817,0.185232513,2.823481677,3.017932483,0.615425831,-0.969107758,0.397842115,-0.306760256,3.051574085,3.297304217,3.156384467,0.254358535,-0.171801967,3.508576765,0.192382316,1.890527956,3.01780477,2.728675341,2.039794625,2.46553344,1.954821485,0.15138941,0.418624539,2.875283087,1.300568782,0.418583343,0.192386233,2.734452406,2.349314817,0.20392381,3.027793595,-1.236153374,-0.831551716,0.501438249
9,3,4.168408086,2.769821931,3.231708551,-0.026782241,0.246428902,2.17613193,1.679045696,0.417755154,-0.101403893,3.88682493,2.438045173,0.33390981,-0.069939431,0.041509708,1.897961972,1.083302269,-0.101464341,-0.093202948,2.614391471,2.846064488,0.373752768,-0.713887258,-0.009325485,-0.254497647,2.834166722,2.693654104,2.888024932,3.401270156,-0.089312515,0.261136985,-0.060473481,2.199327127,2.503487429,2.38071953,2.931600974,3.533987261,3.548406548,-0.093465619,0.283945884,2.815217322,2.596239493,0.283904472,-0.060450544,2.667464923,3.173810533,-0.112607209,3.743764155,-1.317917505,-0.828681211,1.688017119
10,1,4.708966726,6.448121437,5.417999696,-0.336310868,0.185255819,6.346351515,7.162128857,0.530882243,3.588732883,0.049262471,1.632607059,1.25541021,-0.061170787,-0.009799029,6.111656022,7.215298555,3.698896914,3.886644498,1.936376289,1.804971721,3.581520448,0.242313327,0.396101033,-1.149860374,6.703019245,7.106716043,3.068730416,1.053162036,0.728056131,2.955494513,0.161643559,1.887474949,3.374702221,5.737733127,2.656729826,2.217405991,2.335674008,-0.23941842,0.312040928,1.727001208,1.489253136,0.31209043,0.16161731,2.914517403,1.878687633,0.524259477,2.72100755,-1.170911199,-0.838798439,2.04399078
10,2,4.306160868,5.546046469,5.230115301,-0.231488931,0.216051347,5.574197093,6.201206157,0.266742591,3.942303852,0.542018387,3.527104661,1.78425035,-0.069870022,-0.016630353,5.28549479,6.171935735,3.844655796,4.223145361,3.371236131,3.663359891,4.057836635,0.4743381,0.765367095,-1.070103478,5.652519578,5.796894844,3.047500445,1.070736847,0.45845286,2.736194274,0.089220663,2.128734716,2.788158546,4.434809101,2.570281816,2.32510247,0.975097107,-0.531324023,0.124841288,1.821785889,1.288367297,0.124790194,0.08920563,2.767987447,1.795160289,0.503519502,2.522225167,-1.157308624,-0.832951844,2.162648667
10,3,4.478340697,5.625723343,5.230115301,-0.152293464,0.283532641,5.240345244,5.866339156,7.892813184,2.40688602,3.406708446,3.045181278,7.530814462,-0.043681335,-0.015260475,4.828932003,5.722614361,2.865734634,2.704518438,2.668468493,2.480890552,2.925255492,0.478408199,0.338784309,-1.185052397,5.468245279,5.427962119,3.240302947,2.962126656,0.03847973,0.825246777,0.02184036,2.286584662,2.571669755,4.573126897,2.654521215,2.269781178,3.148136679,0.978135213,0.262142876,1.668113591,2.75770484,0.262196738,0.021868406,2.757414823,2.685819241,0.078475651,3.373823992,-1.273533073,-0.83251302,2.577951272
11,1,3.994973185,3.469623055,4.87142691,-0.124773827,0.287170865,2.920953452,3.338821268,1.383327054,0.304859488,3.20826343,2.351415441,1.377447516,-0.057417919,0.042128705,2.562423885,2.841995742,0.320671097,0.285728599,2.507641472,2.297902156,0.603717326,0.692860182,0.348568646,-1.328597407,3.583064735,3.892817835,3.374798249,4.700785689,-0.015381898,-0.979290651,0.207022816,1.895913947,2.968849229,3.227865942,2.108277378,1.0697347,1.444179328,2.731489263,0.434505869,3.413133213,1.381598142,0.434494771,0.207045773,2.712894165,2.681627905,0.06295702,3.325110197,-1.273105619,-0.830638788,0.798082966
11,2,4.222090837,3.462399985,4.87142691,-0.24690005,0.260231252,2.689599978,3.140812954,2.528265099,3.86272479,3.428716888,2.109580172,2.222918284,-0.114868494,-0.012786179,2.28522505,2.564960172,2.913350603,3.253037192,2.289759834,2.457049733,3.018440133,0.894723743,0.48798895,-1.353496579,3.449170848,3.58543346,3.446215587,4.127166539,-0.411006621,-0.33389539,0.113769299,2.097155923,2.819383688,2.828020307,2.408917842,2.535585253,4.364616427,2.147678057,0.228447626,4.824687788,1.752415899,0.228441781,0.113772441,2.763940114,3.658209251,-0.208263265,4.320742788,-1.353465468,-0.832784137,-0.15118013
11,3,3.288050956,2.819379441,4.768944512,-0.351464339,0.133821428,2.327439054,2.547758641,0.171154266,4.156129105,0.919035226,1.769467476,0.721997658,-0.008103656,0.027573248,1.835456353,1.981945016,4.741145607,4.497462265,1.425460696,1.314239172,4.448509135,0.871841419,0.145006348,-1.354447726,2.972145508,3.060505921,3.354623115,0.128953755,-0.062307918,3.574173571,0.093205707,2.002762099,2.792932808,2.499553259,1.688930416,2.235082616,1.814812194,-0.36280615,0.285318024,2.198931375,1.026779996,0.285268309,0.093232976,2.690757734,1.817913257,0.452239788,2.483260188,-1.161084487,-0.829690703,-0.210509074
12,1,3.946987943,3.690972496,4.324854124,-0.228255226,0.126200214,3.135711951,3.412589071,9.342662285,6.583533332,-0.208465883,2.353599384,9.646813033,-0.139483509,0.015840912,2.868157894,3.314747985,3.394496816,3.760222178,3.079452797,2.865196361,3.455031654,0.136079851,-0.158625591,-0.341978688,3.895105574,3.86623424,2.950039263,0.20197426,-0.060389559,3.303032529,0.021411365,2.020699879,2.488684383,3.499517778,2.425895343,1.826883501,2.12719302,0.218604516,0.427812667,1.893541711,1.250176232,0.427789241,0.021385125,2.546953532,1.807135535,0.388312602,2.359847758,-1.159302649,-0.823255039,2.281306554
12,2,3.597069434,3.233102379,4.085728529,-0.206291861,0.126280459,2.675933528,2.998130492,0.023782702,4.120441249,0.79360439,0.813774097,0.164553363,0.013449619,-0.005915526,2.298813228,2.746893979,4.7306897,4.498983322,0.421004106,0.51798883,4.350531983,0.180352601,-0.114906325,-0.279616406,3.341374922,3.372825926,2.875702062,4.543973021,-0.055519878,-0.901870505,0.054296438,2.095244142,2.607944045,2.925927013,2.486849779,-0.609872087,2.278784588,3.349868237,0.370879021,1.406058104,1.214841005,0.37084906,0.054328815,2.654909932,1.531106105,0.617417527,2.185319984,-1.109165863,-0.828131958,2.696609159
12,3,3.545536849,3.123947571,4.034487331,-0.113197801,0.194541971,2.480698529,2.677822926,0.896369821,4.185214905,0.87805789,0.701228243,0.871717548,-0.016390642,-0.000877421,1.995796855,2.358217209,4.459335712,4.242829407,0.619246805,0.531910684,4.080350732,0.304702175,-0.477137704,-0.43604019,3.230628792,3.066624818,3.09352639,1.683927668,-0.154241601,2.10921614,-0.063753647,2.392597764,2.443600454,2.713406858,3.002459337,2.329030609,2.35611332,0.037603838,0.280736012,2.12749781,1.591055751,0.280722187,-0.063752968,2.759149394,2.153519538,0.304691654,2.861427672,-1.211124041,-0.832585177,2.399964441
13,1,2.874429109,3.644761582,1.455346995,-0.322277101,0.188586776,3.616966225,4.24927126,1.934999099,4.762350145,2.056070034,3.491579191,2.793796253,-0.032204482,0.00539725,3.7228543,4.413242262,4.759231001,4.523952069,2.65128799,2.541913256,4.650485153,0.252486679,-0.357871026,0.39261317,3.837463121,3.890010602,3.137468286,3.374511089,-0.408497997,0.257385348,0.063405763,2.174905663,2.490201414,3.444411049,2.53272437,2.860638759,1.917008757,-0.175083962,0.425672465,2.763809001,1.626985468,0.425629833,0.063430617,2.645245893,2.507088689,0.102361646,3.093570457,-1.254485907,-0.827706701,1.450701345
13,2,3.007303533,3.95066835,1.455346995,-0.273606583,0.192764403,4.340311897,5.013156274,0.809454182,4.308829553,0.376922717,1.62074097,1.398076534,-0.016766983,9.21742E-05,4.622391695,5.333937591,4.659512012,4.424240888,1.642713356,1.534529027,4.40877411,0.322119708,-0.15152019,0.55102153,4.157900695,4.127355962,2.964391829,3.415783548,-0.109824204,0.156659577,0.021616089,2.097037532,2.502216269,3.581745087,2.258163577,2.882570869,2.082907843,-0.073781195,0.331621554,3.071946385,1.511142744,0.331638755,0.021626766,2.602129412,2.590316651,0.053586639,3.129329853,-1.263568996,-0.825782691,1.450701345
13,3,3.432322511,4.107038051,1.523668593,-0.349959286,0.207865497,4.552141871,5.42082045,2.567569125,4.559773326,0.690861838,2.608101521,3.366517364,0.041855163,0.01218174,4.890078805,5.848038426,3.950308002,3.888680375,2.003704062,2.14456247,3.900588416,0.292336246,-0.562219367,0.534153019,4.240052538,4.241746492,3.123284778,3.557289122,0.112557914,0.374936643,0.037181434,2.135797401,2.967293933,3.757953208,2.405218098,2.091705541,1.995359455,-0.110749503,0.395864533,1.105247806,1.924712414,0.395852732,0.037172321,2.863801849,1.843959418,0.520696733,2.645751449,-1.165341354,-0.836823208,2.340635498
14,1,4.783016213,3.657116099,4.512738519,-0.133663398,0.166329231,2.767693978,2.397311148,0.503684778,-0.034786119,0.11359118,-0.185816534,0.326927135,-0.057943725,-0.042129882,2.228154702,1.835846655,-0.02329832,-0.071955917,-0.000231535,0.02148825,-0.014459599,-0.607055854,-1.469061404,-1.096161603,3.828612508,3.805499474,3.437683228,-0.403619708,0.279307611,4.276298132,0.024128628,2.222008573,2.760601978,3.706674469,1.832381338,1.554859872,2.248125619,0.405846597,0.607203933,1.904277153,1.041822703,0.607247416,0.02412372,2.812921097,1.675108444,0.601963828,2.439906331,-1.13645357,-0.834790706,1.984661836
14,2,4.845466783,3.842545409,4.444416921,-0.135895824,0.140362891,2.856525902,2.636085879,1.590551895,0.332871425,0.416162011,0.064827305,1.334807121,-0.07088982,-0.046553449,2.342295399,2.121151944,0.299414056,0.179444693,0.153543464,0.212152171,0.310376301,-0.591187074,-1.35494699,-0.991229147,3.998816602,3.870564987,3.373830905,4.690807732,0.547877919,-0.663129964,-0.027815958,2.106533729,3.143857567,3.655497493,1.893443977,-0.202000316,2.492375403,3.468934996,0.468206835,1.97877819,1.442584893,0.468249728,-0.027829042,2.935332256,1.978381559,0.476231918,2.838393934,-1.186259781,-0.839594917,0.086135644
14,3,5.283384599,4.443343067,4.529818918,-0.174702637,0.211826605,3.556443375,3.353380703,1.50909302,0.704710479,1.135178493,1.445588756,1.70556234,-0.053173116,-0.044633691,3.104592194,2.830969451,0.36965216,0.318380638,0.827713667,0.843321779,0.462396955,-0.735628667,-1.211199919,-1.267125002,4.629479505,4.155413802,3.314738172,4.67187229,-0.237026185,-0.959509292,-0.170288593,2.279048951,2.480588923,4.293448141,2.095836698,-0.340467217,2.303311763,3.669139991,0.502550889,1.426536333,1.873349158,0.502572951,-0.170316542,2.706203677,1.976585272,0.370964796,2.646639669,-1.185991305,-0.830353388,2.221977611
15,1,3.126167025,3.750904454,2.514331769,-0.443880522,0.181654053,4.327621622,3.952258789,0.006613503,4.62613515,1.512059794,3.343653464,1.151343544,0.031707685,-0.007189732,4.623750513,4.156880988,5.35081263,5.08054218,2.861261223,2.685538962,5.194552527,-0.123040955,-1.274894359,-0.460431652,3.964094967,3.710854967,2.886391705,4.765188867,1.701697281,-0.974629526,-0.091284842,2.331445338,2.527374781,3.355098083,2.922082374,0.754174196,3.407375292,3.652816322,0.293405405,3.444033366,1.790290798,0.293451329,-0.091300014,2.763196727,2.967536913,-0.016413186,3.652018711,-1.30037302,-0.832753296,1.154056627
